gene	cytoband
ZNF563	19p13.2
LY6G6D	6p21.33
NEK2	1q32.3
SSBP3	1p32.3
RP11-40A7.2	9q34.13
CD96	3q13.13
C1QC	1p36.12
SPRYD3	12q13.13
IFNA5	9p21.3
DIO3	14q32.31
OR5M11	11q12.1
L1TD1	1p31.3
SUCLG1	2p11.2
FAM167A	8p23.1
POMK	8p11.21
YWHAZ	8q22.3
DHODH	16q22.2
SLC35B2	6p21.1
CREB1	2q33.3
AKTIP	16q12.2
TMEM97	17q11.2
GNA15	19p13.3
CD59	11p13
SNW1	14q24.3
SLC52A1	17p13.2
PLA2G3	22q12.2
ZNF669	1q44
POLDIP3	22q13.2
EML4	2p21
RAB3C	5q11.2
CPLX2	5q35.2
CATIP	2q35
ANKRD13D	11q13.2
FAM193A	4p16.3
SFTA3	14q13.3
PLEKHM3	2q33.3
KDM7A	7q34
GFPT1	2p13.3
CNOT9	2q35
H3-7	1q21.1
GLT8D1	3p21.1
SPINK1	5q32
FAM76B	11q21
SEMA6A	5q23.1
LLNLF-187D8.1	19q13.32
NIBAN1	1q25.3
DYNLT5	1p31.3
HNRNPU	1q44
GPR151	5q32
IFNA8	9p21.3
LHX3	9q34.3
TAS2R5	7q34
TMEM179B	11q12.3
DSC1	18q12.1
WAS	23p11.23
FCN3	1p36.11
FOLR1	11q13.4
UBE2H	7q32.2
S100G	23p22.2
CCDC43	17q21.31
ESD	13q14.2
EDC3	15q24.1
RP11-176H8.1	14q12
PRKCZ	1p36.33
SLC38A10	17q25.3
PRSS35	6q14.2
ZNF705A	12p13.31
ZNF777	7q36.1
S100A2	1q21.3
ARL1	12q23.2
SEH1L	18p11.21
KHDC1	6q13
SETD2	3p21.31
C4orf45	4q32.1
CDK7	5q13.2
BTBD10	11p15.3
MOB3C	1p33
LDLRAD2	1p36.12
UBAP2L	1q21.3
SENP5	3q29
EPHA1	7q35
FBXO43	8q22.2
SLC8B1	12q24.13
CCDC13	3p22.1
DHTKD1	10p14
CCNJ	10q24.1
DPYSL4	10q26.3
KDM2B	12q24.31
ABHD8	19p13.11
HSPB6	19q13.12
UBASH3A	21q22.3
MZT2B	2q21.1
HM13	20q11.21
ZNF138	7q11.21
TM4SF18	3q25.1
XRCC1	19q13.31
ZNF320	19q13.41
PRR16	5q23.1
GSPT2	23p11.22
SLC39A5	12q13.3
TNFRSF10A	8p21.3
ABCA4	1p22.1
GRHL1	2p25.1
OR1G1	17p13.3
STRIP2	7q32.1
LRRC43	12q24.31
PSME4	2p16.2
TCTN2	12q24.31
OR10G2	14q11.2
FAM189A1	15q13.1
MPV17L2	19p13.11
BMP2K	4q21.21
UGT3A2	5p13.2
UBQLN2	23p11.21
RXRG	1q23.3
ACADS	12q24.31
KAAG1	6p22.3
CLPSL1	6p21.31
ADCK2	7q34
POR	7q11.23
MFAP2	1p36.13
MYO5C	15q21.2
MAPK4	18q21.1
MTRES1	6q21
C19orf25	19p13.3
CHGA	14q32.12
NSUN5	7q11.23
GCLC	6p12.1
FP325331.1	22q13.31
IRAK1BP1	6q14.1
RP11-407P15.2	2q11.1
DNAAF5	7p22.3
ZNF735	7q11.21
SQOR	15q21.1
SHISA9	16p13.12
PBX4	19p13.11
PNMA8B	19q13.32
HMOX1	22q12.3
MUCL1	12q13.2
CDC20	1p34.2
KRTAP13-4	21q22.11
APH1A	1q21.2
CHCHD6	3q21.3
C4orf17	4q23
SUGT1	13q14.3
P2RY14	3q25.1
NECTIN2	19q13.32
AP4B1	1p13.2
NRROS	3q29
TIGD2	4q22.1
CPEB2	4p15.32
GALNTL6	4q34.1
INPP5A	10q26.3
BAP1	3p21.1
HTR6	1p36.13
FFAR4	10q23.33
RBM27	5q32
ASB17	1p31.1
PPP1R32	11q12.2
DNASE1	16p13.3
ZC3H7B	22q13.2
ZNF10	12q24.33
LINGO3	19p13.3
DUSP2	2q11.2
ABHD4	14q11.2
ALKBH1	14q24.3
SH3GL3	15q25.2
PWWP2B	10q26.3
FMOD	1q32.1
FABP6	5q33.3
DIABLO	12q24.31
ABCC1	16p13.11
BPIFB4	20q11.21
COX20	1q44
ACOT13	6p22.3
ZC3H3	8q24.3
FGF17	8p21.3
GNL3	3p21.1
TNF	6p21.33
OR4K13	14q11.2
SELL	1q24.2
SNCG	10q23.2
NAV2	11p15.1
DPY19L3	19q13.11
CLPTM1	19q13.32
BTNL2	6p21.32
CALCB	11p15.2
ARL14EPL	5q23.1
SPATA12	3p14.3
HEYL	1p34.2
HNRNPA3	2q31.2
EIF2A	3q25.1
AC023908.1	15q15.1
MKRN2OS	3p25.2
CARNMT1	9q21.13
STX12	1p35.3
KHDRBS2	6q11.1
MMP21	10q26.2
TAC4	17q21.33
ZNF414	19p13.2
OGN	9q22.31
MTA1	14q32.33
C17orf100	17p13.1
TMEM138	11q12.2
APEH	3p21.31
FGF10	5p12
ZNF507	19q13.11
HMCES	3q21.3
ODF1	8q22.3
C1R	12p13.31
CLIP4	2p23.2
SEMA5A	5p15.31
ANKRD42	11q14.1
KTN1	14q22.3
ZXDA	23p11.21
C1RL	12p13.31
CCL22	16q21
SLC36A1	5q33.1
TAF2	8q24.12
MAPK14	6p21.31
XRN2	20p11.22
CRYBA4	22q12.1
FAT4	4q28.1
ZNF37A	10p11.1
CYP19A1	15q21.2
SSX4B	23p11.23
AMOTL2	3q22.2
CAPN2	1q41
SFT2D1	6q27
NPTX2	7q22.1
FDX2	19p13.2
TIGAR	12p13.32
GDF10	10q11.22
SMG1	16p12.3
CCN5	20q13.12
NIPAL2	8q22.2
TP53	17p13.1
ZNF814	19q13.43
STAT2	12q13.3
CASR	3q21.1
NRDC	1p32.3
ANKRD66	6p12.3
ART4	12p12.3
ODAD4	17q21.2
FGF8	10q24.32
ICOS	2q33.2
CCND3	6p21.1
CAPS2	12q21.2
FADS6	17q25.1
PHTF1	1p13.2
PJVK	2q31.2
KRT23	17q21.2
GIMD1	4q24
TAF6	7q22.1
PANX1	11q21
PPM1D	17q23.2
HTRA4	8p11.22
MRRF	9q33.2
IGFLR1	19q13.12
AL022397.1	1q32.2
DCAF10	9p13.2
CCDC103	17q21.31
CCS	11q13.2
FAAP100	17q25.3
MIB2	1p36.33
TASL	23p21.2
TBC1D3D	17q12
TYSND1	10q22.1
C5AR1	19q13.32
PRAMEF2	1p36.21
BCHE	3q26.1
TBXAS1	7q34
CCDC61	19q13.32
DAZ4	24q11.23
NXT2	23q23
ZSCAN31	6p22.1
TANGO6	16q22.1
TJAP1	6p21.1
AGPAT2	9q34.3
PROSER2	10p14
AMHR2	12q13.13
AQP1	7p14.3
CBLN4	20q13.2
SLC22A1	6q25.3
GABBR2	9q22.33
CDK20	9q22.1
SIVA1	14q32.33
KLHL36	16q24.1
SPI1	11p11.2
PRKAR2A	3p21.31
GP1BA	17p13.2
PEX5L	3q26.33
KCNH8	3p24.3
GMEB2	20q13.33
BBS7	4q27
DMRTC2	19q13.2
HERC4	10q21.3
EEF1B2	2q33.3
ORAI2	7q22.1
ARL5A	2q23.3
LYRM4	6p25.1
RNASEH2C	11q13.1
SCARB2	4q21.1
NFIB	9p22.3
APOF	12q13.3
S100Z	5q13.3
ZBTB32	19q13.12
SPDYE2	7q22.1
WWTR1	3q25.1
CGB7	19q13.33
FOXA2	20p11.21
LAMTOR5	1p13.3
MYOM2	8p23.3
HESX1	3p14.3
GRAP2	22q13.1
EPC1	10p11.22
ANGPT2	8p23.1
TGM1	14q12
ANKS1A	6p21.31
ZADH2	18q22.3
SYTL4	23q22.1
PRR23A	3q23
PTGER2	14q22.1
SNX4	3q21.2
YWHAE	17p13.3
NFATC2IP	16p11.2
CX3CL1	16q21
FAM189A2	9q21.12
HPD	12q24.31
TNFSF12-TNFSF13	17p13.1
AMY2A	1p21.1
NIPSNAP2	7p11.2
OR7D4	19p13.2
SEC63	6q21
CDA	1p36.12
BBS10	12q21.2
METTL9	16p12.2
ITGB8	7p21.1
GSTO1	10q25.1
FBLN1	22q13.31
LEPROT	1p31.3
LL0XNC01-16G2.1	23q28
CD69	12p13.31
BMT2	7q31.1
ITGA5	12q13.13
TMEM207	3q28
EGLN3	14q13.1
UQCC2	6p21.31
SPATA13	13q12.12
PRCC	1q23.1
RANBP1	22q11.21
INPP4B	4q31.21
OR6C70	12q13.2
AP2S1	19q13.32
CLEC1A	12p13.2
REPIN1	7q36.1
DHX29	5q11.2
MPI	15q24.1
RAX2	19p13.3
TRMT2B	23q22.1
ECE2	3q27.1
ODF2	9q34.11
PCSK7	11q23.3
TRABD2A	2p11.2
CCDC88A	2p16.1
TRIM14	9q22.33
ZMAT3	3q26.32
C1orf112	1q24.2
GYS2	12p12.1
NLK	17q11.2
CCDC60	12q24.23
ELANE	19p13.3
NAA10	23q28
ZBTB41	1q31.3
INO80D	2q33.3
KCNA10	1p13.3
CADPS2	7q31.32
CDCA2	8p21.2
C9orf131	9p13.3
ZKSCAN8	6p22.1
PTPN1	20q13.13
SCNN1D	1p36.33
INKA2	1p13.2
PRELP	1q32.1
GJC2	1q42.13
IMPDH2	3p21.31
FAM83C	20q11.22
YBX1	1p34.2
SLC12A1	15q21.1
KRT17	17q21.2
NDUFA4L2	12q13.3
DYRK1A	21q22.13
AURKC	19q13.43
ANKS4B	16p12.2
CERS2	1q21.3
RIMBP3C	22q11.21
NSMF	9q34.3
SH2D4B	10q23.1
SPRR2B	1q21.3
COQ8A	1q42.13
PCDHGB3	5q31.3
MED13	17q23.2
HOXD8	2q31.1
USHBP1	19p13.11
WFDC11	20q13.12
PARD6A	16q22.1
CGNL1	15q21.3
ABHD10	3q13.2
PTPMT1	11p11.2
FYB1	5p13.1
TMED7-TICAM2	5q22.3
C1orf53	1q31.3
PACC1	1q32.3
USF3	3q13.2
TDO2	4q32.1
OR6M1	11q24.1
RAG1	11p12
TLR4	9q33.1
CAPZB	1p36.13
RP5-862P8.2	1q42.2
EIF3B	7p22.3
PPP1R2C	23p11.3
RALGPS2	1q25.2
ENTHD1	22q13.1
FAM118A	22q13.31
COMMD2	3q25.1
OR4E2	14q11.2
CCDC93	2q14.1
LY6H	8q24.3
NUDT16L1	16p13.3
AC005477.1	14q24.2
MAGEB6	23p21.3
RIF1	2q23.3
PDE4C	19p13.11
PRKCE	2p21
GTDC1	2q22.3
YY2	23p22.12
TRIM21	11p15.4
KIF18B	17q21.31
OOSP2	11q12.1
CRACDL	2q11.2
PCNX3	11q13.1
NUTM2F	9q22.32
GGTLC2	22q11.22
METTL8	2q31.1
TMEM167A	5q14.2
TECTA	11q23.3
CSNK2A2	16q21
AZI2	3p24.1
FAM47E	4q21.1
PRR25	16p13.3
ZSCAN10	16p13.3
INTS7	1q32.3
PPT1	1p34.2
RO60	1q31.2
H3C4	6p22.2
ACTG2	2p13.1
ZNF479	7p11.2
CLSTN3	12p13.31
ANAPC2	9q34.3
LRRC14	8q24.3
TMEM17	2p15
TECRL	4q13.1
ZNF556	19p13.3
TMCO4	1p36.13
SPATA46	1q23.3
CCDC70	13q14.3
VSTM4	10q11.23
OTOL1	3q26.1
MYH10	17p13.1
MMS22L	6q16.1
EFCAB7	1p31.3
GIGYF2	2q37.1
C8orf34	8q13.2
FDXACB1	11q23.1
GPR143	23p22.2
TRIM68	11p15.4
NATD1	17p11.2
LGI4	19q13.12
XPC	3p25.1
RNFT1	17q23.1
CDC14B	9q22.33
RP4-559A3.7	1q42.12
KDM3A	2p11.2
LRRC3C	17q21.1
NTN5	19q13.33
ATMIN	16q23.2
DIO1	1p32.3
COLEC11	2p25.3
ZDHHC9	23q26.1
SNTN	3p14.2
KDM1B	6p22.3
AC004754.3	16p13.3
PDCD2	6q27
MVK	12q24.11
CPLX4	18q21.32
SLC7A10	19q13.11
PRF1	10q22.1
GABBR1	6p22.1
LMF1	16p13.3
TSKU	11q13.5
SV2B	15q26.1
AARD	8q24.11
TFAP2C	20q13.31
SDHB	1p36.13
MYCBP2	13q22.3
DZANK1	20p11.23
MYEOV	11q13.3
BCL2L1	20q11.21
PCDHGA8	5q31.3
GRK6	5q35.3
STIM1	11p15.4
CACNA1H	16p13.3
WDR31	9q32
TENM4	11q14.1
EFHB	3p24.3
HRCT1	9p13.3
MMP17	12q24.33
APPBP2	17q23.2
CLPB	11q13.4
OPA3	19q13.32
RNF141	11p15.4
VEGFA	6p21.1
GARIN2	14q23.3
CLK2	1q22
RGS8	1q25.3
GLIS2	16p13.3
MADCAM1	19p13.3
ESS2	22q11.21
ASZ1	7q31.2
IMPA1	8q21.13
LPCAT1	5p15.33
FGF3	11q13.3
ST6GALNAC6	9q34.11
ADAMTSL2	9q34.2
PSG8	19q13.2
DCTN4	5q33.1
RNF7	3q23
EMSY	11q13.5
ATG3	3q13.2
TMBIM6	12q13.12
GPATCH2L	14q24.3
TOPORS	9p21.1
PDIK1L	1p36.11
SLC19A1	21q22.3
CEMIP	15q25.1
PNPO	17q21.32
KIAA0586	14q23.1
GRIP1	12q14.3
DPYSL3	5q32
AMER1	23q11.2
NFKBIZ	3q12.3
OR10S1	11q24.1
TMSB10	2p11.2
APH1B	15q22.2
TOR3A	1q25.2
CHAD	17q21.33
HIVEP2	6q24.2
ELL2	5q15
WDR76	15q15.3
PSMB9	6p21.32
ZNF44	19p13.2
DPP4	2q24.2
KIF1B	1p36.22
SNRNP48	6p24.3
ANP32B	9q22.33
LDLRAD1	1p32.3
POU2F3	11q23.3
GPCPD1	20p12.3
CNOT4	7q33
TMEM213	7q34
GPX5	6p22.1
OR7A5	19p13.12
PPIAL4F	1q21.1
TREX1	3p21.31
CCDC200	17q21.31
HEATR3	16q12.1
TMEM214	2p23.3
UBXN1	11q12.3
ZNF502	3p21.31
SHANK2	11q13.4
FSCN2	17q25.3
H4C5	6p22.2
NELL2	12q12
BOD1	5q35.2
KCTD1	18q11.2
KLHL26	19p13.11
KLHL25	15q25.3
ZC3H10	12q13.2
MFAP5	12p13.31
MRNIP	5q35.3
SMC1A	23p11.22
MIA3	1q41
BRWD3	23q21.1
METTL24	6q21
BIRC7	20q13.33
CSAG1	23q28
MARK3	14q32.32
NAP1L6P	23q13.2
LRRC7	1p31.1
MTHFSD	16q24.1
KLF13	15q13.3
TSPOAP1	17q22
TUBGCP4	15q15.3
ZNF600	19q13.41
SRC	20q11.23
GMNC	3q28
SEM1	7q21.3
COX5A	15q24.2
HPGDS	4q22.3
YJEFN3	19p13.11
NETO2	16q12.1
ADAMTSL1	9p22.1
ELP1	9q31.3
RBM41	23q22.3
CEACAM7	19q13.2
LYPLA2	1p36.11
LCE2B	1q21.3
PIM1	6p21.2
FOXG1	14q12
GPR141	7p14.1
C12orf40	12q12
SNX29	16p13.13
ATP9A	20q13.2
PKP2	12p11.21
POT1	7q31.33
TOX2	20q13.12
BAIAP2L2	22q13.1
AOC3	17q21.31
NBPF26	1p11.2
CALB2	16q22.2
VSTM2B	19q12
DACT2	6q27
C12orf50	12q21.32
DDX25	11q24.2
TRIM33	1p13.2
PITPNA	17p13.3
EPHB3	3q27.1
CFD	19p13.3
TMEM252	9q21.11
MEGF10	5q23.2
ATP6AP1L	5q14.2
TCHH	1q21.3
MRPS5	2q11.1
S100P	4p16.1
ZNF296	19q13.32
MCM2	3q21.3
KRTAP4-2	17q21.2
XKR4	8q12.1
AIDA	1q41
VSX2	14q24.3
STAT5B	17q21.2
BTG1	12q21.33
GOLGA8J	15q13.2
MEIS2	15q14
PTPRG	3p14.2
NAA11	4q21.21
IMMP1L	11p13
CNPY1	7q36.3
RFWD3	16q23.1
CDC25B	20p13
UBE4A	11q23.3
CSK	15q24.1
ZNF676	19p12
FAM47B	23p21.1
DNLZ	9q34.3
CCDC127	5p15.33
SLC9C2	1q25.1
ADORA2B	17p12
MAGEA2	23q28
ZNF229	19q13.31
ORM1	9q32
SOHLH2	13q13.3
CFAP107	1p36.21
CCDC85B	11q13.1
ZBTB22	6p21.32
PPIC	5q23.2
GJA10	6q15
OR9I1	11q12.1
KIAA0753	17p13.1
GINS1	20p11.21
CENPF	1q41
FAXDC2	5q33.2
TINAG	6p12.1
ISX	22q12.3
MPC2	1q24.2
OR6C2	12q13.2
CSF2RA	23p22.33
KRT40	17q21.2
BRPF3	6p21.31
LRRC4	7q32.1
ACTC1	15q14
MYOZ3	5q33.1
LRRC74A	14q24.3
AGBL4	1p33
LRFN3	19q13.12
TKT	3p21.1
TGFBR3	1p22.1
GPAT3	4q21.23
SLFN13	17q12
NOL6	9p13.3
CT62	15q23
UBE2S	19q13.42
DPPA2	3q13.13
PTER	10p13
JAKMIP3	10q26.3
FBXO24	7q22.1
PLOD1	1p36.22
CCDC179	11p14.3
ELL3	15q15.3
ARPC5L	9q33.3
NR2E3	15q23
TARDBP	1p36.22
GNAT2	1p13.3
IL27	16p11.2
SPOPL	2q22.1
IGF2BP1	17q21.32
NFAM1	22q13.2
GPALPP1	13q14.12
IGSF10	3q25.1
ZFYVE27	10q24.2
C12orf54	12q13.11
DUSP13	10q22.2
KIR2DL4	19q13.42
C1orf159	1p36.33
FTHL17	23p21.2
PROX2	14q24.3
TMEM178A	2p22.1
ATP1B4	23q24
SLC2A2	3q26.2
PPP1R3G	6p25.1
ATG5	6q21
STXBP5L	3q13.33
CTDP1	18q23
PARVA	11p15.3
PRELID3B	20q13.32
NCF4	22q12.3
PAQR8	6p12.2
PLCB2	15q15.1
CTB-50L17.10	19p13.3
CCDC68	18q21.2
GPR139	16p12.3
PM20D2	6q15
TAL1	1p33
PATE1	11q24.2
RIPPLY3	21q22.13
CNOT10	3p22.3
SRP14	15q15.1
FBXO46	19q13.32
RP11-231C14.4	16p11.2
TPM4	19p13.12
MICOS10	1p36.13
FAM168B	2q21.1
KAZN	1p36.21
LACTB2	8q13.3
SPTBN2	11q13.2
RAB28	4p15.33
CENPU	4q35.1
DIAPH3	13q21.2
CTNND1	11q12.1
GPR183	13q32.3
FLRT2	14q31.3
STAT4	2q32.2
NR1D2	3p24.2
RCOR2	11q13.1
PTPN2	18p11.21
ZNF836	19q13.41
FAM227A	22q13.1
TMEM248	7q11.21
UBE2K	4p14
MYO10	5p15.1
EGR1	5q31.2
VPS50	7q21.2
KRT34	17q21.2
ERICH2	2q31.1
UBL3	13q12.3
NSUN2	5p15.31
MRPL45	17q12
USP6NL	10p14
LYVE1	11p15.4
MACROH2A2	10q22.1
RP11-322E11.6	18q12.2
FOXN4	12q24.11
CCDC153	11q23.3
CIRBP	19p13.3
MYL6	12q13.2
PCDHGA12	5q31.3
KIN	10p14
WDFY2	13q14.3
THNSL1	10p12.1
TUBGCP2	10q26.3
MBIP	14q13.3
C3orf86	3p21.31
MUC13	3q21.2
MEP1B	18q12.1
CNTN3	3p12.3
FAM231D	1q21.2
SGCG	13q12.12
ZNF426	19p13.2
LINS1	15q26.3
ISM1	20p12.1
C3orf52	3q13.2
NFXL1	4p12
OR5B2	11q12.1
ADAMTS5	21q21.3
NDRG1	8q24.22
SCYL2	12q23.1
TXNL1	18q21.31
PBDC1	23q13.3
SPRN	10q26.3
CEND1	11p15.5
ATP6V1G1	9q32
CDR2L	17q25.1
CTBP1	4p16.3
CAV1	7q31.2
SLC22A10	11q12.3
ATAD3C	1p36.33
SLCO4C1	5q21.1
SEC14L1	17q25.2
FBXO8	4q34.1
COX14	12q13.12
RUBCNL	13q14.13
BCKDK	16p11.2
CHRNE	17p13.2
ZNF317	19p13.2
FBXO48	2p13.3
CDC23	5q31.2
H1-5	6p22.1
CUEDC2	10q24.32
ZNF17	19q13.43
NRAS	1p13.2
IDNK	9q21.32
C11orf94	11p11.2
RP11-668G10.2	4q32.3
RGN	23p11.3
KLB	4p14
GGNBP2	17q12
WDR74	11q12.3
TP63	3q28
NAT8	2p13.1
INSIG1	7q36.3
FOXR2	23p11.21
SATB2	2q33.1
CELSR2	1p13.3
DGKQ	4p16.3
RAC3	17q25.3
PRKX	23p22.33
ZBED8	5q33.3
CT47A9	23q24
TTC13	1q42.2
FCAR	19q13.42
NPIPA3	16p13.11
PRDM6	5q23.2
PTPRN2	7q36.3
UBE2L6	11q12.1
GABRG3	15q12
IFFO1	12p13.31
CMIP	16q23.2
MDFIC	7q31.1
PCOLCE2	3q23
EDA	23q13.1
DDX24	14q32.12
CLBA1	14q32.33
DCST1	1q21.3
COX17	3q13.33
ODF3L2	19p13.3
THY1	11q23.3
KIAA1109	4q27
MEAK7	16q24.1
USO1	4q21.1
FGF12	3q28
FGA	4q31.3
MED11	17p13.2
RP13-1032I1.10	17q25.3
HYAL1	3p21.31
C11orf52	11q23.1
DNAJB8	3q21.3
HBP1	7q22.3
RPS6KL1	14q24.3
RP11-404P21.8	14q32.2
SH2D3C	9q34.11
BIN3	8p21.3
NOTCH2NLA	1q21.1
PITX1	5q31.1
PPM1N	19q13.32
IPO4	14q12
TRERF1	6p21.1
PPTC7	12q24.11
HSPA2	14q23.3
SLC38A8	16q23.3
RASD1	17p11.2
SGCD	5q33.3
NOC3L	10q23.33
IRAG2	12p12.1
CYP27B1	12q14.1
DOCK8	9p24.3
GABARAP	17p13.1
OR52K2	11p15.4
NEFH	22q12.2
UBAC2	13q32.3
DHRS13	17q11.2
STEAP1B	7p15.3
LUZP2	11p14.3
UBA6	4q13.2
CCDC88B	11q13.1
TPX2	20q11.21
C4BPB	1q32.1
LGR4	11p14.1
ZNF746	7q36.1
TEX33	22q12.3
PTPRF	1p34.2
TMEM150A	2p11.2
ATP5F1C	10p14
CDKN3	14q22.2
EML6	2p16.1
FGD2	6p21.2
CYP1A2	15q24.1
IQCB1	3q13.33
OAZ2	15q22.31
RAB11FIP5	2p13.2
ZMAT2	5q31.3
ALMS1	2p13.1
NPIPB15	16q23.1
TAS2R30	12p13.2
HRH4	18q11.2
BNIP3	10q26.3
DDRGK1	20p13
KRTAP13-2	21q22.11
FSIP1	15q14
ESF1	20p12.1
LDB1	10q24.32
PRR5	22q13.31
TCIRG1	11q13.2
RPH3A	12q24.13
HSPA8	11q24.1
SERPINA1	14q32.13
INIP	9q32
DNPEP	2q35
PIM3	22q13.33
VPS13A	9q21.2
SLX4IP	20p12.2
ATOH7	10q21.3
SEC13	3p25.3
SLC7A2	8p22
CSRNP1	3p22.2
TFR2	7q22.1
EDEM3	1q25.3
CD200R1L	3q13.2
ZBBX	3q26.1
PCDHGB6	5q31.3
SPDYC	11q13.1
UNC5B	10q22.1
TRABD	22q13.33
GPAT2	2q11.2
AP4E1	15q21.2
TLE3	15q23
AOPEP	9q22.32
SLC7A14	3q26.2
GJB7	6q15
AC105052.1	7q22.1
PDIA4	7q36.1
RP11-1236K1.1	8p23.1
TRAPPC1	17p13.1
TCF21	6q23.2
PLGRKT	9p24.1
DHRS7B	17p11.2
SMIM31	4q32.3
SLC25A52	18q12.1
MEIG1	10p13
SPACA4	19q13.33
ZNF347	19q13.42
C3orf20	3p25.1
MED27	9q34.13
ARHGAP12	10p11.22
BTNL9	5q35.3
SLC2A9	4p16.1
POLD1	19q13.33
LRRC8D	1p22.2
TCEANC2	1p32.3
ZNF582	19q13.43
TDRD15	2p24.1
GALNS	16q24.3
HOXC6	12q13.13
EIF1	17q21.2
VIM	10p13
DYNC2I1	7q36.3
TIGD7	16p13.3
SELP	1q24.2
NHLRC2	10q25.3
ESR2	14q23.2
NUP88	17p13.2
IRF7	11p15.5
PDLIM4	5q31.1
DEFB108B	11q13.4
ZNF77	19p13.3
SLC7A11	4q28.3
CLPTM1L	5p15.33
PGA3	11q12.2
ZNF622	5p15.1
SAAL1	11p15.1
FNBP1L	1p22.1
PRDM11	11p11.2
PYROXD2	10q24.2
OR9K2	12q13.2
ARL3	10q24.32
RCSD1	1q24.2
SACS	13q12.12
SLC25A27	6p12.3
ZBTB44	11q24.3
SAT2	17p13.1
ZMYND10	3p21.31
SERP2	13q14.11
GSKIP	14q32.2
RPS19	19q13.2
C1orf94	1p35.1
CCDC122	13q14.11
DEFB123	20q11.21
CENPN	16q23.2
URAD	13q12.2
MT1B	16q13
MAN1B1	9q34.3
CYP20A1	2q33.2
TMEM82	1p36.21
TAF4	20q13.33
CTDSP1	2q35
ARHGAP32	11q24.3
ASB4	7q21.3
OR5B17	11q12.1
ST6GALNAC2	17q25.1
COA1	7p13
RNASE6	14q11.2
BTBD18	11q12.1
NHEJ1	2q35
CNRIP1	2p14
NEK10	3p24.1
FGF23	12p13.32
NEUROG1	5q31.1
NANS	9q22.33
OR4C5	11p11.2
WFDC13	20q13.12
ERP44	9q31.1
NEIL1	15q24.2
KRTAP19-8	21q22.11
ANKS3	16p13.3
VWA5B1	1p36.12
SRRM4	12q24.23
UBE2M	19q13.43
ARMCX3	23q22.1
EGR2	10q21.3
LIMD2	17q23.3
STK32A	5q32
HAO2	1p12
GTF2H2	5q13.2
NR0B1	23p21.2
JPT1	17q25.1
PSD	10q24.32
SMARCA5	4q31.21
KLRB1	12p13.31
CT55	23q26.3
C4orf51	4q31.21
DDX6	11q23.3
RNMT	18p11.21
SIGLECL1	19q13.41
STAMBP	2p13.1
EXOSC2	9q34.12
HTT	4p16.3
CCDC38	12q23.1
BEND6	6p12.1
FXR1	3q26.33
RASA4	7q22.1
SDK2	17q25.1
ZC3H6	2q14.1
KAT6B	10q22.2
KRTAP4-9	17q21.2
SPATA31D3	9q21.32
ITIH3	3p21.1
KLHL24	3q27.1
BPHL	6p25.2
AC027682.1	16q22.1
STON1-GTF2A1L	2p16.3
PAK1IP1	6p24.2
LENG8	19q13.42
PRAMEF1	1p36.21
COX6A2	16p11.2
TMEM41A	3q27.2
HMX2	10q26.13
YIPF2	19p13.2
NFIA	1p31.3
HNRNPA2B1	7p15.2
RARS1	5q34
NOD2	16q12.1
OR2B6	6p22.1
FAM153CP	5q35.3
SEMA4D	9q22.2
AUNIP	1p36.11
PXDN	2p25.3
RXRB	6p21.32
RP11-407N17.3	14q21.1
FABP7	6q22.31
SESTD1	2q31.2
SMURF2	17q24.1
LNP1	3q12.2
TEX15	8p12
ERICH5	8q22.2
C11orf24	11q13.2
UBTFL1	11q14.3
CYSLTR2	13q14.2
KRTAP4-4	17q21.2
KIAA1210	23q24
RP11-451G4.2	3q25.2
TMED10	14q24.3
SGTA	19p13.3
ANOS1	23p22.31
SLC24A2	9p22.1
GRAPL	17p11.2
MTMR7	8p22
ANKAR	2q32.2
BEND3	6q21
SMPD3	16q22.1
SOBP	6q21
ZNF441	19p13.2
ZNF614	19q13.41
TFG	3q12.2
SMARCAD1	4q22.3
OR52N5	11p15.4
CD47	3q13.12
TXNRD2	22q11.21
LCE1B	1q21.3
ATG9B	7q36.1
ALDH3A1	17p11.2
PPP1R14C	6q25.1
TRMT5	14q23.1
RFX4	12q23.3
UGT1A6	2q37.1
NRF1	7q32.2
BAZ2A	12q13.3
MRPS22	3q23
RDH10	8q21.11
SDR9C7	12q13.3
SLC25A10	17q25.3
KLK9	19q13.41
LIPI	21q11.2
MTERF3	8q22.1
SERAC1	6q25.3
EME1	17q21.33
MYL3	3p21.31
BEST4	1p34.1
RETREG3	17q21.2
SMAD4	18q21.2
ZNF813	19q13.42
DVL1	1p36.33
OGA	10q24.32
EIF1AX	23p22.12
TNRC18	7p22.1
HAGHL	16p13.3
CDKN2AIPNL	5q31.1
IL22	12q15
HCRTR2	6p12.1
RRP8	11p15.4
RPS27	1q21.3
MYH6	14q11.2
OR6K6	1q23.1
F10	13q34
GIPR	19q13.32
CAVIN1	17q21.2
FOXJ1	17q25.1
COPA	1q23.2
TBC1D29P	17q11.2
GMFG	19q13.2
S100B	21q22.3
TRMT61A	14q32.33
ACSF3	16q24.3
SFRP1	8p11.21
GSDMD	8q24.3
USP3	15q22.31
HCN1	5p12
TFPI	2q32.1
SHARPIN	8q24.3
HSD3B7	16p11.2
SMARCA4	19p13.2
IDE	10q23.33
ISOC1	5q23.3
KRTAP5-2	11p15.5
LMO7DN	13q22.2
